1
3
12
16
27
66
101
168
175
241
267
268
288
291
338
386
388
669
670
688
700
788
836
857
868
881
914
916
939
960
968
992
1024
1038
1044
1055
1061
1066
1088
1093
1099
1109
1113
1171
1177
1288
1299
1336
1347
1368
1378
1385
1398
1658
1801
1810
1876
1880
1898
1919
1928
1929
1997
2007
2015
2020
2196
2202
2238
2269
2313
2318
2319
2328
2331
2333
2359
2382
2388
2518
2600
2601
2618
2628
2688
2800
2822
2823
2828
2883
2899
3010
3033
3067
3188
3690
3692
3800
3888
3898
3908
3968
3988
6030
6098
6185
6618
6690
6862
6865
6881
6969
9618
9626
9633
9696
9866
9868
9888
9988
9992
9995
9999
82800
82822
82823
82828
83010
83188
1COV@DE
A
AA
AAL
AAN
AAON
AAP
AAPL
AAXJ
ABBV
ABCB
ABCL
ABG
ABM
ABNB
ABR
ABT
ACA
ACAD
ACBF1P1
ACGL
ACI
ACIW
ACLS
ACM
ACMR
ACN
ACWI
ACWX
ADAP
ADBE
ADI
ADM
ADP
ADPT
ADS@DE
ADSK
ADUS
AEE
AEIS
AEM
AEO
AEP
AER
AES
AFG
AFKS
AFL
AFMD
AFRM
AFX@DE
AFYA
AG
AGCO
AGG
AGIO
AGNC
AGO
AGX
AI
AIG
AIN
AIR
AIRC
AIT
AIV
AIZ
AJG
AKAM
AKRO
ALB
ALC
ALE
ALEC
ALG
ALGM
ALGN
ALGT
ALIT
ALK
ALL
ALLE
ALLK
ALLO
ALLY
ALNY
ALRM
ALRS
ALSN
ALT
ALTR
ALV
ALV@DE
ALXO
AM
AMAT
AMBA
AMCR
AMCX
AMD
AME
AMED
AMEH
AMG
AMGN
AMH
AMKR
AMN
AMP
AMPH
AMR
AMSF
AMT
AMTI
AMWD
AMZN
AN
ANAB
ANDE
ANET
ANF
ANGI
ANGL
ANIK
ANIP
ANSS
AON
AORT
AOS
AOSL
AOUT
APA
APAM
APD
APEI
APH
APLE
APLS
APLT
APO
APP
APPF
APPN
APPS
APTV
ARCC
ARCH
ARCT
ARE
ARI
ARKF
ARMK
ARQT
ARRY
ARVL
ARVN
ARW
ARWR
ASAN
ASGN
ASH
ASHR
ASIX
ASMB
ASO
ASTE
ASTR
ASTS
ATEN
ATEX
ATGE
ATHM
ATI
ATKR
ATNI
ATO
Atomenpr01
ATR
ATRA
ATRC
ATRI
ATRO
ATRR01
ATSG
ATUS
ATVI
AUPH
AVA
AVAV
AVB
AVGO
AVIR
AVNS
AVNT
AVT
AVTR
AVXL
AVY
AWH
AWI
AWK
AWR
AX
AXGN
AXNX
AXON
AXP
AXSM
AXTA
AYI
AYX
AZEK
AZN
AZO
AZPN
AZTA
AZZ
B
B4B@DE
B4B3@DE
BA
BABA
BAC
BAH
BALL
BAND
BANF
BANR
BAS@DE
BAST
BAX
BAYN@DE
BBIO
BBSI
BBWI
BBY
BC
BCC
BCE
BCO
BCPC
BCRX
BDC
BDTX
BDX
BE
BEAM
BECN
BEI@DE
BEL0226
BEL0230
BEL0231
BEL0627
BEN
BERY
BF B
BFAM
BFH
BG
BGNE
BGS
BH
BHF
BIDU
BIG
BIGC
BIIB
BIL
BILI
BILL
BIO
BJ
BJRI
BK
BKKT
BKNG
BKR
BKU
BL
BLD
BLDP
BLDR
BLK
BLKB
BLMN
BLNK
BLUE
BLZE
BMBL
BMI
BMO
BMRN
BMW@DE
BMW3@DE
BMY
BNGO
BNTX
BOH
BOIL
BOKF
BOOM
BOOT
BOSS@DE
BOTZ
BOX
BP
BPMC
BR
BRBR
BRC
BRK A
BRK B
BRKR
BRO
BROS
BRX
BSX
BSY
BTAI
BTI
BUD
BURL
BVB@DE
BWA
BWXT
BX
BXMT
BXP
BYND
BYSI
BZUN
C
CABO
CAC
CACC
CACI
CAG
CAH
CALM
CAR
CARA
CARG
CARR
CARS
CART
CASY
CAT
CATY
CB
CBRE
CBRL
CBSH
CBT
CBU
CBZ
CC
CCI
CCJ
CCK
CCL
CCOI
CCS
CCSI
CDAY
CDLX
CDNA
CDNS
CDW
CE
CEG
CELH
CENT
CENTA
CERE
CEVA
CF
CFG
CFLT
CFR
CG
CGEN
CGNT
CGNX
CHAU
CHCO
CHD
CHDN
CHE
CHEF
CHGG
CHH
CHKP
CHMF
CHMF0924
CHPT
CHRS
CHRW
CHTR
CHWY
CHX
CI
CIAN@US
CIBR
CIEN
CINF
CL
CLB
CLBK
CLDT
CLF
CLH
CLOV
CLSK
CLVT
CLX
CM
CMA
CMC
CMCO
CMCSA
CME
CMG
CMI
CMP
CMS
CNA
CNC
CNHI
CNI
CNK
CNMD
CNNE
CNO
CNP
CNQ
CNS
CNX
CNXC
CNXN
CNYA
COF
COFS
COHR
COHU
COIN
COKE
COLB
COLD
COLM
CON@DE
COO
COOP
COP
COPX
COR
CORR
CORT
COST
COTY
COUR
CP
CPB
CPNG
CPRI
CPRT
CPS
CPSI
CPT
CQQQ
CR
CRI
CRL
CRM
CRMT
CRNC
CROX
CRS
CRSP
CRSR
CRUS
CRVL
CRWD
CSCO
CSGP
CSGS
CSIQ
CSL
CSTL
CSWI
CSX
CTAS
CTLT
CTRA
CTS
CTSH
CTVA
CUBE
CUE
CUZ
CVCO
CVGW
CVI
CVLT
CVM
CVNA
CVS
CVX
CW
CWB
CWEN
CWH
CWST
CWT
CXT
CXW
CYBR
CYRX
CYTK
CZR
D
DAL
DAN
DAR
DASH
DAVA
DAWN
DB1@DE
DBK@DE
DBX
DCI
DCPH
DD
DDD
DDOG
DDS
DE
DECK
DEI
DELL
DFS
DG
DGX
DHER@DE
DHI
DHL@DE
DHR
DIA
DINO
DIOD
DIRP01
DIRP02
DIRP03
DIS
DISH
DK
DKNG
DKS
DLB
DLO
DLR
DLTH
DLTR
DLX
DM
DMNN01
DMTK
DNA
DNB
DNLI
DNMR
DNOW
DOCN
DOCS
DOCU
DORM
DOV
DOW
DOYU
DPZ
DRI
DRIV
DRQ
DSKY
DT
DTE
DTE@DE
DUK
DUOL
DUST
DV
DVA
DVN
DVY
DXC
DXCM
DXJ
DY
EA
EAF
EAR
EAT
EBAY
EBIX
EBS
ECL
ECPG
ED
EDIT
EEFT
EEM
EFSC
EFV
EFX
EG
EGBN
EGHT
EGP
EGPT0329
EGPT0431
EGRX
EHC
EHTH
EIDO
EIX
EL
ELAN
ELFV
ELS
ELV
EMB
EMBC
EME
EMN
EMR
ENB
ENOV
ENPH
ENR
ENRC01
ENS
ENSG
ENTA
ENTG
ENV
ENVX
EOAN@DE
EOG
EPAM
EPC
EPI
EPP
EQH
EQIX
EQNR
EQR
EQT
ERIE
ES
ESAB
ESE
ESGD
ESGE
ESGR
ESGU
ESGV
ESPR
ESS
ESTC
ET
ETD
ETLN@GS
ETN
ETR
ETRN
ETSY
EUFN
EVBG
EVER
EVH
EVK@DE
EVR
EVRG
EVT@DE
EW
EWA
EWBC
EWC
EWI
EWM
EWP
EWQ
EWS
EWU
EWW
EWZ
EXAS
EXC
EXEL
EXLS
EXP
EXPD
EXPE
EXPI
EXPO
EXR
EYE
EZA
EZU
F
FAF
FANG
FARO
FAS
FAST
FATE
FAZ
FBIN
FBK
FBNC
FCEL
FCFS
FCN
FCNCA
FCX
FDS
FDX
FE
FEES
FELE
FEZ
FFIN
FFIV
FG
FGEN
FHI
FI
FICO
FIE@DE
FIGS
FIPO
FIS
FITB
FIVE
FIVE@GS
FIVN
FIX
FIXP@GS
FIZZ
FL
FLGT
FLO
FLR
FLS
FLT
FLWS
FLYW
FMC
FME@DE
FND
FNF
FNKO
FNV
FOLD
FORM
FORR
FOUR
FOX
FOXA
FOXF
FR
FRE@DE
FRHC
FRME
FROG
FRPH
FRPT
FRT
FSLR
FSLY
FSR
FSS
FTCH
FTCI
FTDR
FTI
FTNT
FTRE
FTV
FUL
FULC
FVRR
FWRD
FXI
G
GATX
GAZP
GAZP0325
GAZP0326
GAZP0327
GAZP0837
GAZP1124
GAZP1128
GBCI
GBF@DE
GBX
GCHE
GCO
GD
GDDY
GDEV
GDOT
GDRX
GDX
GE
GEF
GEHC
GEN
GES
GEVO
GGG
GH
GHC
GILD
GIS
GKOS
GL
GLBE
GLD
GLGR02
GLOB
GLPI
GLPR0923
GLTR@GS
GLW
GM
GMED
GMKN
GMS
GNL
GNRC
GNTX
GO
GOGL
GOLD
GOLF
GOOG
GOOGL
GOSS
GPC
GPI
GPK
GPN
GPRO
GPS
GRBK
GRMN
GROWS
GRPH
GS
GSHD
GSLC
GT
GTHX
GTLB
GTLS
GTN
GTX
GTY
GVA
GWRE
GWW
GXC
GXO
H
HA
HAE
HAIN
HAL
HALO
HAS
HASI
HAYN
HBAN
HBI
HCA
HCAT
HCC
HCCI
HCI
HCSG
HD
HDV
HE
HEAR
HEI
HEI@DE
HELE
HEN@DE
HEN3@DE
HES
HGV
HHH
HHR
HI
HIBB
HIG
HII
HIMS
HIW
HLAG@DE
HLF
HLI
HLIO
HLNE
HLT
HMN
HMST
HOG
HOLX
HON
HOOD
HOT@DE
HP
HPE
HPQ
HQY
HR
HRB
HRL
HRMY
HRTX
HSIC
HSII
HST
HSY
HTHT
HTLF
HUBB
HUBG
HUBS
HUM
HUN
HURN
HWM
HXL
HY
HYDR
HYG
HYLN
HZO
IAC
IART
IAU
IBB
IBKR
IBM
IBN
IBOC
IBP
IBTX
ICE
ICFI
ICLN
ICLR
ICPT
ICUI
IDA
IDCC
IDXX
IEFA
IEMG
IEV
IEX
IFF
IFX@DE
IGMS
IGOV
IGSB
IGV
IIIV
IIPR
IJH
IJR
ILF
ILMN
INCY
INDA
INDB
INGN
INGR
INMD
INO
INSG
INSM
INSP
INTC
INTU
INVA
INVH
IONS
IOSP
IOVA
IP
IPAR
IPG
IPGP
IQLT
IQV
IR
IRAO
IRBT
IRDM
IRM
IRTC
IRWD
ISBNK0424
ISRG
IT
ITB
ITCI
ITGR
ITOT
ITRI
ITT
ITW
IUSV
IVV
IVX@DE
IVZ
IWB
IWD
IWF
IWM
IWN
IWO
IWP
IWR
IXC
IXG
IXUS
IYE
IYF
IYR
IYT
IYW
J
JACK
JAMF
JBHT
JBL
JBSS
JBT
JCI
JD
JEF
JELD
JHG
JJSF
JKHY
JLL
JNJ
JNK
JNPR
JNUG
JOBY
JOUT
JPM
JWN
JYNT
K
KAI
KALU
KAMN
KAP@GS
KBE
KBH
KBR
KBWB
KCEL
KD
KDP
KEP
KEX
KEY
KEYS
KFRC
KFY
KGC
KHC
KIDS
KIM
KKR
KLAC
KLIC
KMB
KMG@KT
KMI
KMPR
KMT
KMX
KNF
KNSL
KNX
KO
KOD
KOPN
KR
KRC
KRG
KROS
KRTX
KRYS
KSPI@GS
KSS
KTB
KTOS
KVYO
KWEB
KWR
KYMR
L
LAAC
LABU
LAD
LANC
LASR
LAZR
LBRDK
LC
LCID
LCII
LDOS
LEA
LECO
LEG
LEGH
LEN
LEN B
LEVI
LFST
LFUS
LGIH
LGND
LH
LHA@DE
LHX
LI
LICY
LII
LIN
LIT
LITE
LKFN
LKOH
LKQ
LLY
LMAT
LMT
LNC
LNG
LNN
LNT
LNTH
LOGI
LOPE
LOW
LPL
LPLA
LPRO
LPSN
LPX
LQD
LRCX
LRN
LSCC
LSPD
LSRG
LSTR
LTC
LTHM
LUK1126
LULU
LUMN
LUV
LVS
LW
LX
LYB
LYEL
LYFT
LYV
LZB
M
MA
MAA
MAC
MAGN
MAN
MANH
MANU
MAR
MARA
MAS
MASI
MAT
MATV
MATW
MATX
MBC
MBG@DE
MBUU
MC
MCD
MCHI
MCHP
MCK
MCO
MCRI
MD
MDB
MDC
MDGL
MDLZ
MDRX
MDT
MDU
MDY
MED
MEDP
MEI
MELI
MET
META
METC
METCB
MFC
MGA
MGK
MGM
MGNT
MGPI
MGRC
MGY
MHK
MHO
MIDD
MKC
MKL
MKSI
MKTX
MLAB
MLCO
MLI
MLKN
MLM
MLNK
MMC
MMI
MMM
MMS
MMSI
MNDY
MNRO
MNST
MO
MODG
MODN
MODV
MOH
MOMO
MOR@DE
MORN
MOS
MOV
MP
MPC
MPW
MPWR
MQ
MRC
MRK
MRK@DE
MRNA
MRO
MRTN
MRTX
MRVI
MRVL
MS
MSA
MSCI
MSEX
MSFT
MSGE
MSGS
MSI
MSM
MSNG
MSTR
MT
MTB
MTCH
MTD
MTG
MTH
MTKB
MTN
MTRN
MTS18soc
MTSS
MTTR
MTUM
MTX
MTX@DE
MU
MUR
MUSA
MUV2@DE
MVIS
MXL
MYGN
MYRG
NABL
NAIL
NARI
NAT
NATI
NAVI
NBIX
NBTB
NCNO
NCR
NDAQ
NDSN
NEE
NEM
NEO
NEOG
NET
NEU
NEWR
NFE
NFG
NFLX
NGM
NGVT
NHI
NI
NIC
NICE
NJR
NKE
NKLA
NKTR
NLMK
NLY
NMIH
NMTP
NOC
NOK
NOV
NOVA
NOW
NPK
NPO
NRG
NRIX
NSA
NSC
NSIT
NSP
NSSC
NTAP
NTCO
NTCT
NTES
NTGR
NTLA
NTNX
NTR
NTRA
NTRS
NU
NUE
NUGT
NUS
NVAX
NVCR
